ID_Processo;Data_Registro;Data_Desembaraco;Importador;Exportador;NCM;Descricao_Mercadoria;Pais_Origem;Modal_Transporte;Porto_Entrada;Valor_Mercadoria_USD;Valor_Frete_USD;Valor_Seguro_USD;Taxa_Cambio;Valor_Aduaneiro_BRL;II_Valor_BRL;IPI_Valor_BRL;PIS_Valor_BRL;COFINS_Valor_BRL;Canal_Parametrizacao
202403040;2025-06-15;2025-06-21;da Cruz S.A.;Abreu S/A Exporters;84713019;Outros computadores portáteis (laptops);Itália;Rodoviário;Aeroporto de Guarulhos (SP);45170.04;4296.29;541.23;4.8263;241351.49;41780.18;12484.08;5068.38;23290.42;Amarelo
202403041;2024-07-17;2024-07-30;Cunha;Brito Exporters;30049099;Outros medicamentos;México;Rodoviário;Aeroporto de Guarulhos (SP);13637.07;1931.85;236.46;5.2844;83521.95;11605.50;6534.88;1753.96;8059.87;Verde
202403042;2024-09-12;2024-10-02;Carvalho - EI;Silveira Sousa Ltda. Exporters;84713019;Outros computadores portáteis (laptops);Coreia do Sul;Rodoviário;Porto de Santos (SP);14918.16;2048.90;235.40;5.1439;88487.73;12318.48;5739.97;1858.24;8539.07;Verde
202403043;2025-05-13;2025-06-02;Barbosa Pinto S/A;Pimenta Exporters;87089990;Outras partes e acessórios para veículos;Argentina;Rodoviário;Aeroporto de Guarulhos (SP);34541.52;2973.69;686.21;4.8060;183596.02;25290.01;15956.38;3855.52;17717.02;Verde
202403044;2024-02-26;2024-03-07;Silva;da Conceição Exporters;39269090;Outras obras de plástico;Alemanha;Marítimo;Aeroporto do Galeão (RJ);89088.54;9366.83;1725.63;5.2547;526421.10;68174.28;55987.20;11054.84;50799.64;Verde
202403045;2024-04-13;2024-04-20;Ramos Ltda.;Cavalcante - EI Exporters;84713019;Outros computadores portáteis (laptops);Itália;Marítimo;Aeroporto de Guarulhos (SP);111472.15;14356.81;756.49;5.0067;633775.37;83328.69;33963.64;13309.28;61159.32;Verde
202403046;2025-06-07;2025-06-26;Almeida Vasconcelos - EI;Andrade Exporters;87089990;Outras partes e acessórios para veículos;Alemanha;Marítimo;Fronteira de Foz do Iguaçu (PR);7602.05;1101.07;103.13;4.9251;43371.66;4539.41;2858.81;910.80;4185.37;Verde
202403047;2023-10-19;2023-10-24;Nogueira Mendonça S.A.;Gomes Exporters;39269090;Outras obras de plástico;México;Rodoviário;Porto de Santos (SP);102846.41;8794.56;687.50;5.0838;571055.48;78933.53;37982.10;11992.16;55106.85;Verde
202403048;2023-12-19;2023-12-28;Moura das Neves e Filhos;Ribeiro e Filhos Exporters;39269090;Outras obras de plástico;Argentina;Rodoviário;Aeroporto de Guarulhos (SP);121852.70;16302.68;1701.54;5.2211;730206.97;81843.86;73505.84;15334.35;70464.97;Verde
202403049;2024-05-14;2024-05-30;Sampaio Guerra Ltda.;Barbosa Exporters;39269090;Outras obras de plástico;China;Aéreo;Aeroporto do Galeão (RJ);134570.21;13189.24;2332.59;5.0694;760876.59;136222.71;88430.72;15978.41;73424.59;Verde
202403050;2025-01-04;2025-01-17;Fernandes Fogaça - EI;Nunes Exporters;30049099;Outros medicamentos;Índia;Rodoviário;Porto de Paranaguá (PR);124063.25;17937.73;2157.03;4.9271;710280.93;114159.34;83553.02;14915.90;68542.11;Verde
202403051;2023-10-14;2023-10-21;Costela - ME;Carvalho Pastor Ltda. Exporters;62044200;Vestidos de algodão;Estados Unidos;Aéreo;Aeroporto do Galeão (RJ);135617.19;13879.24;1110.94;5.4584;822075.27;105536.43;73284.63;17263.58;79330.26;Verde
202403052;2025-05-27;2025-06-07;Borges Machado Ltda.;da Luz Ferreira e Filhos Exporters;39269090;Outras obras de plástico;Coreia do Sul;Rodoviário;Aeroporto de Guarulhos (SP);73905.43;7670.20;1004.13;5.4622;451067.17;52778.66;29897.04;9472.41;43527.98;Verde
202403053;2025-08-10;2025-08-26;Azevedo;Casa Grande Exporters;84713019;Outros computadores portáteis (laptops);México;Aéreo;Aeroporto de Guarulhos (SP);145584.91;14664.25;1322.11;5.3050;857135.59;115699.45;95705.79;17999.85;82713.58;Verde
202403054;2024-03-02;2024-03-04;Vasconcelos Lopes - EI;Leão Exporters;62044200;Vestidos de algodão;México;Aéreo;Porto de Itajaí (SC);44043.40;3361.43;566.91;5.4207;260040.41;34653.06;28903.43;5460.85;25093.90;Verde
202403055;2025-05-11;2025-05-18;Silva;Ramos Azevedo - EI Exporters;87089990;Outras partes e acessórios para veículos;Japão;Marítimo;Fronteira de Foz do Iguaçu (PR);2821.52;243.47;31.39;4.9988;15478.18;1666.45;1412.07;325.04;1493.64;Amarelo
202403056;2024-01-05;2024-01-16;Monteiro S.A.;Pastor Exporters;87089990;Outras partes e acessórios para veículos;Itália;Aéreo;Porto de Paranaguá (PR);22545.11;3082.02;298.17;5.2983;137360.02;19352.72;15554.84;2884.56;13255.24;Verde
202403057;2024-12-26;2025-01-07;Aragão Pires S/A;Teixeira da Rocha e Filhos Exporters;87089990;Outras partes e acessórios para veículos;Estados Unidos;Rodoviário;Porto de Paranaguá (PR);5794.74;808.71;80.11;5.4121;36172.10;4204.63;2199.60;759.61;3490.61;Verde
202403058;2025-07-03;2025-07-15;Mendonça;Lopes Exporters;90189099;Outros instrumentos e aparelhos para medicina;Coreia do Sul;Aéreo;Aeroporto de Guarulhos (SP);136952.96;17065.59;2039.03;5.2411;817913.38;133625.03;54022.13;17176.18;78928.64;Verde
202403059;2024-05-07;2024-05-11;Sá - EI;da Mata Peixoto S/A Exporters;62044200;Vestidos de algodão;México;Marítimo;Porto de Paranaguá (PR);96434.38;11362.29;504.30;4.8142;521382.53;80757.92;32707.04;10949.03;50313.41;Verde
202403060;2023-10-17;2023-10-20;Pacheco Costa - ME;Correia Exporters;84713019;Outros computadores portáteis (laptops);Índia;Rodoviário;Porto de Santos (SP);111061.47;11127.42;1339.44;4.8643;600878.86;104616.44;68709.92;12618.46;57984.81;Amarelo
202403061;2023-11-22;2023-12-02;Fogaça Casa Grande e Filhos;Vasconcelos Albuquerque - ME Exporters;87089990;Outras partes e acessórios para veículos;Índia;Aéreo;Porto de Paranaguá (PR);110956.93;6564.19;1052.35;5.3075;629328.69;90249.50;61629.39;13215.90;60730.22;Verde
202403062;2024-07-11;2024-07-26;Campos;Pastor Exporters;85171231;Celulares smartphones;Coreia do Sul;Aéreo;Aeroporto de Guarulhos (SP);36907.63;4591.75;293.37;5.1787;216432.11;36786.81;21321.02;4545.07;20885.70;Verde
202403063;2025-03-14;2025-03-18;Sá;Camargo Exporters;30049099;Outros medicamentos;México;Marítimo;Aeroporto do Galeão (RJ);36842.33;2486.67;595.74;5.2311;208850.31;24967.20;12382.45;4385.86;20154.05;Verde
202403064;2024-08-25;2024-08-27;Rios da Luz - ME;Andrade Fogaça e Filhos Exporters;84713019;Outros computadores portáteis (laptops);Estados Unidos;Rodoviário;Porto de Itajaí (SC);149773.45;9408.84;1707.28;5.1507;828693.91;140946.35;89736.20;17402.57;79968.96;Verde
202403065;2025-08-24;2025-08-28;Rezende;Siqueira Exporters;39269090;Outras obras de plástico;China;Rodoviário;Porto de Itajaí (SC);79763.00;5425.95;679.93;5.0132;430477.87;47660.35;22699.96;9040.04;41541.11;Verde
202403066;2024-08-31;2024-09-07;Teixeira Ltda.;Lima S.A. Exporters;39269090;Outras obras de plástico;México;Rodoviário;Porto de Paranaguá (PR);138060.24;18641.55;2496.99;5.2096;829361.96;113030.64;60962.46;17416.60;80033.43;Verde
202403067;2023-11-18;2023-12-01;Macedo Lima Ltda.;Andrade Souza - EI Exporters;87089990;Outras partes e acessórios para veículos;Índia;Rodoviário;Porto de Itajaí (SC);45136.20;2594.64;382.61;5.3007;255034.96;32421.21;15912.39;5355.73;24610.87;Verde
202403068;2023-12-27;2024-01-15;Aragão;Camargo Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Índia;Marítimo;Aeroporto de Guarulhos (SP);149912.16;19585.94;2997.89;5.0371;868879.55;153693.08;94648.25;18246.47;83846.88;Verde
202403069;2024-06-11;2024-06-14;Aparecida Ferreira Ltda.;Sousa e Filhos Exporters;85171231;Celulares smartphones;Japão;Marítimo;Aeroporto do Galeão (RJ);38542.82;5163.54;749.54;4.9953;222070.56;23838.23;11405.53;4663.48;21429.81;Verde
202403070;2024-01-14;2024-01-18;Machado Monteiro S.A.;Pinto Barros - EI Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Marítimo;Aeroporto de Guarulhos (SP);109328.76;10799.52;1176.43;4.9094;595533.34;72952.28;50854.11;12506.20;57468.97;Verde
202403071;2024-07-11;2024-07-30;Montenegro S.A.;Fernandes Exporters;30049099;Outros medicamentos;Estados Unidos;Aéreo;Aeroporto do Galeão (RJ);105124.90;14142.49;2090.16;5.0660;614797.35;95717.24;59175.26;12910.74;59327.94;Verde
202403072;2024-05-26;2024-06-09;Vargas S.A.;Caldeira Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Itália;Aéreo;Aeroporto do Galeão (RJ);104148.22;15405.84;531.70;5.3610;643779.76;97947.33;75013.64;13519.37;62124.75;Verde
202403073;2024-12-10;2024-12-16;Leão - ME;Moraes Exporters;87089990;Outras partes e acessórios para veículos;Argentina;Aéreo;Porto de Itajaí (SC);125579.54;14571.48;2475.45;4.9995;713061.04;99832.69;56958.69;14974.28;68810.39;Verde
202403074;2024-06-11;2024-06-16;Abreu - EI;Porto Exporters;85171231;Celulares smartphones;Estados Unidos;Aéreo;Aeroporto do Galeão (RJ);88738.88;8036.54;725.54;5.1509;502217.69;68619.27;33708.33;10546.57;48464.01;Verde
202403075;2023-10-09;2023-10-22;Siqueira;da Costa Exporters;39269090;Outras obras de plástico;Índia;Aéreo;Porto de Santos (SP);32522.50;2955.70;320.60;5.1847;185606.04;20731.02;22272.57;3897.73;17910.98;Verde
202403076;2024-03-16;2024-03-28;Silva Ferreira Ltda.;Lima Exporters;39269090;Outras obras de plástico;Índia;Rodoviário;Porto de Paranaguá (PR);124565.04;16292.30;1277.06;5.2203;741984.21;103045.58;42428.19;15581.67;71601.48;Verde
202403077;2024-01-25;2024-01-30;das Neves;Alves Exporters;85171231;Celulares smartphones;Coreia do Sul;Marítimo;Porto de Santos (SP);110338.13;12616.04;665.67;4.8382;598097.51;91818.41;38212.52;12560.05;57716.41;Verde
202403078;2025-08-28;2025-09-10;Cavalcante;Marques Exporters;87089990;Outras partes e acessórios para veículos;Argentina;Rodoviário;Porto de Itajaí (SC);17522.53;2368.74;96.00;5.1825;103584.03;12025.41;12184.64;2175.26;9995.86;Verde
202403079;2025-10-01;2025-10-16;Montenegro;Pastor Exporters;39269090;Outras obras de plástico;China;Aéreo;Porto de Paranaguá (PR);143574.99;11788.22;2585.00;4.9266;778147.65;113541.32;75224.25;16341.10;75091.25;Verde
202403080;2024-08-19;2024-09-04;Vasconcelos;Martins S/A Exporters;62044200;Vestidos de algodão;Argentina;Marítimo;Porto de Paranaguá (PR);35788.86;2331.20;305.88;5.2974;203557.57;35039.27;13423.05;4274.71;19643.31;Verde
202403081;2024-07-12;2024-07-24;Pires Ltda.;Cassiano Exporters;90189099;Outros instrumentos e aparelhos para medicina;Coreia do Sul;Marítimo;Fronteira de Foz do Iguaçu (PR);142973.47;16863.00;1151.08;5.1519;829391.76;126270.45;49437.27;17417.23;80036.30;Verde
202403082;2024-11-18;2024-12-04;Albuquerque Jesus - ME;Barbosa e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Rodoviário;Fronteira de Foz do Iguaçu (PR);127368.32;9162.12;1312.86;5.4974;757779.76;112248.21;65260.86;15913.37;73125.75;Verde
202403083;2024-12-09;2024-12-20;Ramos - EI;Dias Exporters;30049099;Outros medicamentos;México;Marítimo;Fronteira de Foz do Iguaçu (PR);37647.59;4187.90;393.12;4.9814;210357.60;33659.85;16064.18;4417.51;20299.51;Verde
202403084;2023-11-06;2023-11-08;Rocha S/A;Rezende Exporters;62044200;Vestidos de algodão;Estados Unidos;Aéreo;Porto de Itajaí (SC);132751.68;18998.16;1285.70;5.2597;804921.03;129370.46;60391.58;16903.34;77674.88;Verde
202403085;2024-06-12;2024-06-15;Cassiano;Campos Exporters;30049099;Outros medicamentos;México;Aéreo;Porto de Santos (SP);3554.68;215.27;51.86;5.4222;20722.62;3667.85;1548.27;435.17;1999.73;Vermelho
202403086;2024-09-18;2024-09-20;Mendonça;Novaes S.A. Exporters;62044200;Vestidos de algodão;Índia;Rodoviário;Porto de Santos (SP);66977.26;8877.99;1181.54;5.0130;386185.43;53898.91;21126.03;8109.89;37266.89;Verde
202403087;2023-12-06;2023-12-24;Cirino;Brito Exporters;87089990;Outras partes e acessórios para veículos;China;Marítimo;Fronteira de Foz do Iguaçu (PR);146342.07;11363.14;734.96;5.0688;803101.53;101489.40;59205.44;16865.13;77499.30;Verde
202403088;2024-07-23;2024-07-30;Barros;Viana Exporters;62044200;Vestidos de algodão;México;Aéreo;Porto de Santos (SP);136761.04;10294.61;1764.77;5.1859;771767.82;95891.67;83094.14;16207.12;74475.59;Amarelo
202403089;2024-09-08;2024-09-11;Marques Abreu S.A.;Nascimento S/A Exporters;85171231;Celulares smartphones;Alemanha;Rodoviário;Fronteira de Foz do Iguaçu (PR);122626.85;10403.99;1777.18;5.4966;740985.76;79424.84;45200.24;15560.70;71505.13;Verde
202403090;2023-11-25;2023-12-07;da Conceição;Pastor - ME Exporters;62044200;Vestidos de algodão;Coreia do Sul;Rodoviário;Porto de Paranaguá (PR);73755.70;5001.31;588.30;5.1555;409064.75;56137.88;23691.13;8590.36;39474.75;Verde
202403091;2024-11-02;2024-11-06;Alves Rios Ltda.;Teixeira Exporters;90189099;Outros instrumentos e aparelhos para medicina;Alemanha;Aéreo;Porto de Itajaí (SC);128505.11;17676.32;1661.86;5.1765;765310.79;125733.16;86684.00;16071.53;73852.49;Verde
202403092;2024-03-11;2024-03-15;Moura;Rodrigues Novais S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Argentina;Aéreo;Porto de Paranaguá (PR);140984.75;17475.01;2736.32;5.2975;853936.23;112715.89;68601.18;17932.66;82404.85;Verde
202403093;2024-02-05;2024-02-12;Vieira e Filhos;Rodrigues Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Aéreo;Porto de Itajaí (SC);123028.61;15836.51;1964.28;5.4449;766802.00;93817.10;50860.38;16102.84;73996.39;Amarelo
202403094;2024-07-15;2024-08-04;Guerra;Moraes Exporters;30049099;Outros medicamentos;Argentina;Aéreo;Porto de Santos (SP);40877.12;3372.34;326.81;5.2731;235055.13;34746.64;20620.47;4936.16;22682.82;Amarelo
202403095;2024-09-22;2024-09-25;Costela;Silva Exporters;39269090;Outras obras de plástico;Itália;Aéreo;Fronteira de Foz do Iguaçu (PR);4650.35;653.63;61.46;5.4801;29403.15;5126.83;3035.20;617.47;2837.40;Verde
202403096;2024-05-25;2024-06-07;Casa Grande;Ferreira - ME Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Itália;Aéreo;Aeroporto do Galeão (RJ);35584.26;3006.84;653.28;5.4639;214427.37;21598.64;12664.06;4502.97;20692.24;Verde
202403097;2025-01-29;2025-01-31;Souza;da Mota - EI Exporters;62044200;Vestidos de algodão;China;Marítimo;Porto de Paranaguá (PR);137273.09;16905.29;2370.14;4.8035;751980.82;80864.39;47073.70;15791.60;72566.15;Verde
202403098;2024-11-03;2024-11-17;Sales Cassiano e Filhos;Macedo Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Aéreo;Aeroporto do Galeão (RJ);52755.76;3655.99;282.67;4.8273;273680.97;41146.43;27459.39;5747.30;26410.21;Verde
202403099;2023-11-28;2023-12-18;Nascimento;Cassiano - ME Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Aéreo;Porto de Paranaguá (PR);120446.50;8366.96;661.57;5.2149;675199.33;87886.95;40302.09;14179.19;65156.74;Verde
202403100;2024-07-04;2024-07-11;Oliveira Siqueira S.A.;Jesus Aragão - EI Exporters;30049099;Outros medicamentos;Coreia do Sul;Marítimo;Porto de Santos (SP);65171.89;6833.97;335.68;5.4785;396323.13;45476.89;26756.02;8322.79;38245.18;Verde
202403101;2025-02-17;2025-03-09;Cardoso;Montenegro Campos S/A Exporters;84713019;Outros computadores portáteis (laptops);Japão;Aéreo;Porto de Itajaí (SC);5422.21;772.88;45.62;5.2257;32612.08;5592.41;3482.96;684.85;3147.07;Verde
202403102;2025-03-17;2025-04-01;Souza;Teixeira Exporters;62044200;Vestidos de algodão;Estados Unidos;Rodoviário;Porto de Itajaí (SC);50112.51;4458.97;967.04;5.1428;285623.50;41725.43;25619.38;5998.09;27562.67;Verde
202403103;2025-02-19;2025-03-01;Nunes Ltda.;Almeida Silveira - EI Exporters;39269090;Outras obras de plástico;Estados Unidos;Aéreo;Fronteira de Foz do Iguaçu (PR);59960.54;8486.51;603.24;4.9197;339706.71;42782.20;39202.88;7133.84;32781.70;Verde
202403104;2025-02-02;2025-02-05;Novaes Campos - EI;Novais Exporters;62044200;Vestidos de algodão;Alemanha;Aéreo;Fronteira de Foz do Iguaçu (PR);1068.73;133.01;9.14;4.9379;5979.20;815.24;395.99;125.56;576.99;Verde
202403105;2023-10-29;2023-11-18;Caldeira Barros - ME;Aparecida Exporters;62044200;Vestidos de algodão;Japão;Aéreo;Porto de Paranaguá (PR);111182.59;8268.02;1437.65;4.9850;602627.98;95385.70;42878.50;12655.19;58153.60;Verde
202403106;2024-08-21;2024-08-25;Garcia - EI;Pereira Azevedo - ME Exporters;85171231;Celulares smartphones;Alemanha;Aéreo;Porto de Santos (SP);120822.39;17504.64;846.21;5.3598;745940.73;121278.96;48667.98;15664.76;71983.28;Verde
202403107;2025-05-17;2025-05-21;Mendonça;Aparecida S.A. Exporters;87089990;Outras partes e acessórios para veículos;Alemanha;Aéreo;Porto de Santos (SP);65709.85;8561.94;500.87;5.2962;396010.96;61342.95;41603.20;8316.23;38215.06;Amarelo
202403108;2025-01-29;2025-02-12;Santos;Pires Exporters;84713019;Outros computadores portáteis (laptops);Índia;Aéreo;Fronteira de Foz do Iguaçu (PR);71155.73;7228.85;727.15;5.1047;403841.65;53880.14;47215.54;8480.67;38970.72;Verde
202403109;2024-04-12;2024-04-18;Santos;Pires - ME Exporters;90189099;Outros instrumentos e aparelhos para medicina;México;Rodoviário;Fronteira de Foz do Iguaçu (PR);113775.10;14357.02;1175.73;5.0689;655448.56;76386.65;32898.99;13764.42;63250.79;Verde
202403110;2024-11-01;2024-11-14;Fogaça - ME;Cavalcante e Filhos Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Argentina;Rodoviário;Porto de Santos (SP);129590.93;7237.49;882.78;5.4176;746064.20;120561.46;57201.61;15667.35;71995.20;Amarelo
202403111;2023-11-18;2023-12-08;Leão - EI;Sampaio Dias - EI Exporters;90189099;Outros instrumentos e aparelhos para medicina;Itália;Rodoviário;Porto de Santos (SP);33208.28;3739.60;583.07;5.0970;191295.25;29417.88;19335.87;4017.20;18459.99;Verde
202403112;2025-07-03;2025-07-17;Vargas;Novaes S/A Exporters;30049099;Outros medicamentos;Estados Unidos;Marítimo;Porto de Paranaguá (PR);89881.10;12795.38;455.48;5.4109;558036.72;73073.33;35507.66;11718.77;53850.54;Verde
202403113;2025-01-02;2025-01-14;Pimenta Carvalho Ltda.;Leão Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Marítimo;Porto de Santos (SP);45749.85;5206.10;719.42;5.0587;261410.19;39583.50;23991.63;5489.61;25226.08;Verde
202403114;2025-09-27;2025-10-13;Teixeira Pereira - EI;Silva Exporters;62044200;Vestidos de algodão;Coreia do Sul;Marítimo;Porto de Itajaí (SC);145581.21;18397.00;866.70;4.8273;795755.83;84003.18;71644.66;16710.87;76790.44;Verde
202403115;2025-06-22;2025-06-28;Araújo;Silveira Exporters;87089990;Outras partes e acessórios para veículos;Alemanha;Rodoviário;Fronteira de Foz do Iguaçu (PR);53804.35;6213.31;675.69;5.4509;330833.38;33565.52;32052.27;6947.50;31925.42;Verde
202403116;2025-01-17;2025-01-26;da Costa S/A;Cardoso Exporters;30049099;Outros medicamentos;Coreia do Sul;Rodoviário;Porto de Santos (SP);50640.18;4737.25;622.04;5.4416;304726.72;42737.79;36092.21;6399.26;29406.13;Verde
202403117;2024-08-23;2024-09-07;Garcia S.A.;Nunes Aragão e Filhos Exporters;85171231;Celulares smartphones;Coreia do Sul;Marítimo;Porto de Itajaí (SC);142943.55;10083.66;1654.93;5.1695;799629.32;94033.07;69033.03;16792.22;77164.23;Verde
202403118;2024-03-20;2024-03-31;da Costa Alves e Filhos;das Neves Exporters;62044200;Vestidos de algodão;Índia;Aéreo;Porto de Itajaí (SC);33073.29;3361.25;438.52;5.2651;194140.35;24982.86;15663.20;4076.95;18734.54;Amarelo
202403119;2023-11-20;2023-12-06;Rios S.A.;da Conceição da Costa S.A. Exporters;62044200;Vestidos de algodão;Japão;Aéreo;Aeroporto de Guarulhos (SP);98214.74;12490.85;1301.91;5.0597;566724.35;67542.78;64784.72;11901.21;54688.90;Vermelho
202403120;2024-03-19;2024-04-01;Leão - EI;Guerra Exporters;30049099;Outros medicamentos;Argentina;Aéreo;Aeroporto de Guarulhos (SP);27018.42;2977.98;269.47;5.1818;156831.69;17667.66;11829.75;3293.47;15134.26;Verde
202403121;2023-12-28;2024-01-04;Melo;Andrade Guerra e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Marítimo;Aeroporto de Guarulhos (SP);90743.71;13013.39;460.73;5.1363;535294.04;53953.63;50536.43;11241.17;51655.87;Verde
202403122;2025-02-06;2025-02-14;Ribeiro;Fernandes Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Aéreo;Aeroporto de Guarulhos (SP);62531.78;9344.68;1083.29;5.4730;399308.71;54960.26;39224.29;8385.48;38533.29;Verde
202403123;2023-11-18;2023-11-20;Casa Grande;Cavalcante Cavalcante - EI Exporters;87089990;Outras partes e acessórios para veículos;Coreia do Sul;Marítimo;Porto de Santos (SP);136285.80;20024.36;2700.99;4.9349;784704.12;81095.52;86110.08;16478.79;75723.95;Verde
202403124;2024-09-23;2024-09-25;Vasconcelos;Silva Exporters;62044200;Vestidos de algodão;Estados Unidos;Aéreo;Porto de Santos (SP);69522.75;3543.11;1135.07;5.4932;407600.55;42509.34;46280.33;8559.61;39333.45;Verde
202403125;2024-06-10;2024-06-24;Lopes Correia - ME;da Mota Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Marítimo;Aeroporto de Guarulhos (SP);87883.79;8474.90;564.00;4.8355;468669.67;61803.52;46365.35;9842.06;45226.62;Verde
202403126;2025-09-28;2025-10-05;Câmara Sousa Ltda.;Leão Exporters;87089990;Outras partes e acessórios para veículos;México;Marítimo;Porto de Paranaguá (PR);58291.88;5609.00;371.01;4.9097;315555.70;47268.50;16134.87;6626.67;30451.12;Verde
202403127;2025-07-16;2025-08-03;Ribeiro Dias - ME;Borges Exporters;85171231;Celulares smartphones;Itália;Aéreo;Porto de Santos (SP);3469.43;318.96;56.22;5.3306;20494.08;3502.87;1155.53;430.38;1977.68;Vermelho
202403128;2024-02-10;2024-02-14;Jesus - EI;Macedo Sousa S/A Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Marítimo;Aeroporto do Galeão (RJ);91265.91;5573.13;988.62;5.0912;498060.18;78891.23;26795.19;10459.26;48062.81;Amarelo
202403129;2024-05-31;2024-06-17;Sales;Costa Exporters;62044200;Vestidos de algodão;Índia;Marítimo;Fronteira de Foz do Iguaçu (PR);79293.86;11097.50;866.83;4.8762;444993.19;50365.85;25298.16;9344.86;42941.84;Verde
202403130;2024-06-16;2024-06-19;Carvalho S/A;Silva S.A. Exporters;87089990;Outras partes e acessórios para veículos;Itália;Rodoviário;Porto de Paranaguá (PR);133183.53;14468.96;2457.24;5.4027;810997.84;109350.16;46634.87;17030.95;78261.29;Verde
202403131;2025-08-30;2025-09-14;Nunes;da Cruz Costa Ltda. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Argentina;Rodoviário;Fronteira de Foz do Iguaçu (PR);8965.59;1117.18;130.35;5.2178;53290.02;8438.32;5765.48;1119.09;5142.49;Verde
202403132;2024-02-01;2024-02-16;Caldeira;Rocha Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Japão;Rodoviário;Aeroporto do Galeão (RJ);4403.82;604.74;79.23;5.0410;25647.55;3055.86;1400.87;538.60;2474.99;Verde
202403133;2023-11-04;2023-11-22;Gomes e Filhos;Silveira Exporters;39269090;Outras obras de plástico;Argentina;Rodoviário;Aeroporto de Guarulhos (SP);27127.51;2530.98;331.48;4.8995;146935.86;21012.74;8275.96;3085.65;14179.31;Verde
202403134;2024-07-19;2024-08-06;Almeida Sales - EI;Fonseca Teixeira Ltda. Exporters;39269090;Outras obras de plástico;China;Rodoviário;Porto de Itajaí (SC);120442.49;10979.32;1853.61;5.3575;714023.06;97733.10;45411.86;14994.48;68903.23;Amarelo
202403135;2025-01-10;2025-01-19;Ferreira e Filhos;Cassiano Ltda. Exporters;85171231;Celulares smartphones;Alemanha;Aéreo;Porto de Paranaguá (PR);65195.99;5321.57;974.66;5.3120;379766.67;49035.30;31946.35;7975.10;36647.48;Verde
202403136;2023-12-23;2024-01-07;Silveira - ME;Costela Aragão S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Argentina;Rodoviário;Aeroporto do Galeão (RJ);124560.40;7395.11;1805.99;5.2436;701391.80;94674.49;35437.82;14729.23;67684.31;Verde
202403137;2024-07-25;2024-08-05;Vieira;Silva Gomes e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Marítimo;Porto de Santos (SP);120432.39;12666.40;1063.55;5.1177;686602.61;80554.97;73493.82;14418.65;66257.15;Verde
202403138;2025-03-26;2025-04-06;da Paz Melo - ME;Correia Campos S/A Exporters;30049099;Outros medicamentos;Argentina;Aéreo;Fronteira de Foz do Iguaçu (PR);61106.25;8720.76;659.84;5.3418;376526.66;47946.88;25518.88;7907.06;36334.82;Verde
202403139;2023-12-03;2023-12-11;Freitas;Lima Moraes e Filhos Exporters;84713019;Outros computadores portáteis (laptops);México;Rodoviário;Aeroporto do Galeão (RJ);69742.25;5509.11;717.72;5.0479;383484.32;57047.06;29764.13;8053.17;37006.24;Amarelo
202403140;2023-12-30;2024-01-06;Moura;Lopes Exporters;84713019;Outros computadores portáteis (laptops);Japão;Rodoviário;Porto de Paranaguá (PR);113731.58;11881.52;1456.70;4.9915;634268.91;87181.40;46474.66;13319.65;61206.95;Verde
202403141;2024-08-06;2024-08-15;Pacheco;Lopes Exporters;87089990;Outras partes e acessórios para veículos;México;Aéreo;Aeroporto de Guarulhos (SP);26419.14;3234.29;515.17;5.2632;158783.38;24552.67;10543.26;3334.45;15322.60;Amarelo
202403142;2024-09-04;2024-09-09;Machado S/A;Porto da Rosa - EI Exporters;87089990;Outras partes e acessórios para veículos;China;Aéreo;Aeroporto do Galeão (RJ);78219.50;6983.65;1243.69;4.8388;418298.97;41924.57;22152.33;8784.28;40365.85;Verde
202403143;2024-01-26;2024-02-03;Pinto Barros S.A.;Ribeiro Exporters;85171231;Celulares smartphones;Japão;Aéreo;Aeroporto de Guarulhos (SP);56772.04;4445.43;595.77;5.2501;324525.69;34687.87;38425.15;6815.04;31316.73;Verde
202403144;2024-03-15;2024-03-19;Sales;Cirino Castro e Filhos Exporters;30049099;Outros medicamentos;Coreia do Sul;Aéreo;Aeroporto de Guarulhos (SP);3314.40;250.27;60.38;4.9588;17975.90;1802.07;1300.17;377.49;1734.67;Amarelo
